,Owner Code,Note Changes,Extra Notes,Status,
1459,"JWJ Industries, Inc.",,,,
1497,K B Parts Inc,,,,
1499,Kaho Co,,,,
1500,"Kahut Waste Services, LLC",,,,
1498,KaMaR Recycling,,,,
1501,Kanawha County Solid Waste Authority,,,,
1502,Kandiyohi County,,,,
1503,Kane County,,,,
1504,Karl Frederick rudolph TS,,,,
1505,Kauai County,,,,
1506,Kearny County,,,,
1507,Kenai Peninsula Borough,,,,
1508,Kendallville Iron & Metal Inc.,,,,
1509,Kent County,,,,
1510,Kern County,,,,
1511,Kewaunee County,,,,
1512,Key West Transfer Station,,,,
1513,Keystone Sanitary Landfill Inc,,,,
1514,Kid's Waterfront Corp.,,,,
1515,Kieffer Sanitation,,,,
1516,Kilbarger Construction Inc,,,,
1517,Kimble Companies,,,,
1518,King County,,,,
1519,King George County,,,,
1520,Kingdom Projects Inc,,,,
1521,Kings Waste and Recycling Authority,,,,
1522,Kiowa County,,,,
1523,Kirkwood Meadows PUD,,,,
1524,Kit Carson County,,,,
1525,Kitsap County,,,,
1526,Kittitas County,,,,
1527,Klamath County,,,,
1528,Klickitat County,,,,
1529,Knox County,,,,
1530,Koochiching County,,,,
1531,Kootenai County,,,,
1532,L & J Waste Recycling,,,,
1533,L P Gill Inc,,,,
1536,La Crosse County,,,,
1537,La Paz County,,,,
1538,La Plata County,,,,
1542,Lackawanna County,,,,
1543,Lafayette County,,,,
1544,Lake Area Disposal Service Inc.,,,,
1545,Lake County,,,,
1547,Lake of the Woods County,,,,
1546,Lake View Plantation,,,,
1548,Lamar County Regional Solid Waste Authority,,,,
1539,LaMela Sanitation,,,,
1549,Lamoille Regional Solid Waste Management District,,,,
1550,Lancaster County Solid Waste Management Authority,,,,
1551,Land & Lakes Company,,,,
1552,Lander County,,,,
1553,Landfill LLC,,,,
1555,Landfill of North Iowa SW Agency,,,,
1554,Landfill Reduction & Recycling,,,,
1556,"Landfills, Inc.",,,,
1557,Lane County,,,,
1558,Lang EnviroVentures,,,,
1559,Laramie County,,,,
1560,Larimer County,,,,
1561,Larrys Topcat,,,,
1540,LaRue Sanitary Service,,,,
1541,LaSalle Parish Police Jury,,,,
1562,Lassen Regional Solid Waste Authority,,,,
1563,Latah County,,,,
1564,"Latah Sanitation, Inc.",,,,
1565,Lauderdale County,,,,
1566,Laurens County,,,,
1567,Lautenbach Recycling,,,,
1568,Lawrence County Solid Waste Management District,,,,
1534,LCM Corporation,,,,
1569,Le Flore County Solid Waste,,,,
1570,Lea County Solid Waste Authority,,,,
1571,Leach's Custom Trash Service,,,,
1572,Leake County,,,,
1573,Leavenworth County,,,,
1574,Lee County,,,,
1575,Lee County Solid Waste,,,,
1576,Leflore County,,,,
1577,"Lemcor, Inc.",,,,
1578,Lemhi County,,,,
1579,Lenoir County,,,,
1580,Lenox Valley Waste Transfer Facility,,,,
1581,Leon County,,,,
1582,Leslie County,,,,
1583,Letcher County,,,,
1584,Levy County,,,,
1585,Lewis & Clark County,,,,
1586,"Lewis & Clark Recyclers, Inc.",,,,
1587,Lewis County,,,,
1588,Lewsitown Disposal,,,,
1589,Lexington Area Solid Waste Agency,,,,
1590,Lexington County,,,,
1591,Lexington-Fayette Urban County Government,,,,
1592,"Liberty Ashes, Inc.",,,,
1593,Liberty County,,,,
1594,Liberty County Solid Waste Authority,,,,
1595,"Liberty Environmentalists, Inc.",,,,
1596,"Lighting Recyclers, Inc.",,,,
1597,Lincoln County,,,,
1598,Lincoln County Solid Waste District,,,,
1599,Linn County,,,,
1600,"Liotta & Sons, Inc.",,,,
1601,Liquid Environmental Solutions Corp.,,,,
1602,Little River County,,,,
1603,"Livonia, Avon and Lakeville Railroad",,,,
1604,Llano Recycling Opportunities,,,,
1605,Lockport Recycling,,,,
1606,Logan County,,,,
1607,Lonoke County,,,,
1608,Los Alamos County,,,,
1609,Los Angeles County Department of Public Works,,,,
1610,Los Angeles County Sanitation Districts,,,,
1611,Loudon County,,,,
1612,Loudoun County,,,,
1613,Louisa County,,,,
1614,Louisa County Conservation Board,,,,
1615,Loup Central Landfill Association,,,,
1616,Love's Transfer Station LLC,,,,
1617,Lowndes County,,,,
1535,LT Disposal Inc & Centerpoint Transfer Station,,,,
1618,Lumpkin County,,,,
1619,Lycoming County Resource Management Services,,,,
1620,Lyon County,,,,
1629,Macon County,,,,
1630,Macon-Bibb Solid Waste Department,,,,
1631,Madera County Resource Management Agency,,,,
1632,Madison County,,,,
1633,Madison County Recycling Center,,,,
1634,Maggio Environmental Services,,,,
1635,Magic Valley Recycling,,,,
1636,Maharg's Trash Service,,,,
1637,Mahaska County Solid Waste Management Commission,,,,
1638,Mahopac Septic,,,,
1639,Malheur County,,,,
1640,Malta Class II Landfill,,,,
1641,Manatee County,,,,
1642,Manchester Recycling Corp,,,,
1643,Manistique/Slining Company,,,,
1644,Mannkota Recycling,,,,
1645,Marathon County,,,,
1621,"MARCK Industries, Inc.",,,,
1646,Maricopa County,,,,
1647,"Marine Rigging Ltd., Inc.",,,,
1648,Marinette County,,,,
1649,Marion County,,,,
1650,Marion County Solid Waste Department,,,,
1651,Mariposa County,,,,
1652,Mark Wright Construction & Disposal,,,,
1653,Marpan Recycling,,,,
1654,Marquette County Solid Waste Management Authority,,,,
1655,Marshall & Kittson County,,,,
1656,Marshall County,,,,
1657,Marshall County Solid Waste Management Commission,,,,
1658,Martha's Vineyard Regional Refuse District,,,,
1659,Martin County,,,,
1660,Maryland Environmental Service,,,,
1661,Mason City Recycling Center,,,,
1662,Mason County,,,,
1663,"Master Fibers, Inc",,,,
1664,"Master Recycling, Inc.",,,,
1665,Matagorda County,,,,
1666,Matanuska-Susitna Borough,,,,
1667,Material Recovery and Transfer LLC,,,,
1668,Mattera Enterprises Recycling,,,,
1669,Maui County,,,,
1670,Maury County,,,,
1671,Mayfield Carting Service,,,,
1672,Mazza & Sons Inc,,,,
1673,McCurtain County,,,,
1674,McDowell County,,,,
1675,McDuffie County,,,,
1676,McGregor Transfer Station,,,,
1677,McIntosh County,,,,
1678,McKenzie County,,,,
1682,Mckinley County,,,,
1683,Mckinley Fiber Company,,,,
1679,McMinn County,,,,
1680,McMullen County,,,,
1681,McPherson Area Solid Waste Utility,,,,
1684,Meagher County,,,,
1685,Mecklenburg County,,,,
1686,Medina County,,,,
1687,Meeker County,,,,
1622,MEEPA,,,,
1688,Meigs County,,,,
1689,Melrose Township,,,,
1690,Mendocino Solid Waste Management Authority,,,,
1691,Merced County,,,,
1692,Mercer County,,,,
1693,Mercer County Improvement Authority,,,,
1694,Mercer County Solid Waste Authority,,,,
1695,Mercer Group International,,,,
1696,Merrell Bros. Inc,,,,
1697,Mesa County,,,,
1698,"Metalpro, Inc.",,,,
1699,"Methvin Sanitation, Inc.",,,,
1700,Metro Nashville Government,,,,
1701,Metro Regional Government,,,,
1702,Metro Waste Authority,,,,
1703,"Metropolitan Paper Recycling, Inc",,,,
1704,"Metropolitan Transfer Station, Inc.",,,,
1705,Miami County,,,,
1706,Miami-Dade County Solid Waste Management,,,,
1623,MIC,,,,
1707,Michael Brothers Hauling & Recycling,,,,
1708,Mid America Recycling,,,,
1709,Mid Valley Disposal,,,,
1710,Mid-Coast Solid Waste Corporation,,,,
1715,Middle Bass Island Transfer Station,,,,
1716,Middlesex County Utilities Authority,,,,
1624,MIDD-West Industries,,,,
1717,Midland Davis Corporation,,,,
1711,Mid-Maine Waste Action Corporation,,,,
1712,"Mid-Michigan Recycling, L.C.",,,,
1713,Mid-State Waste,,,,
1714,Mid-Valley Garbage & Recycling Association,,,,
1718,Midwest Companies,,,,
1719,"Midwest Compost, LLC",,,,
1720,Midwest Material Manegement,,,,
1721,Mifflin County Solid Waste Authority,,,,
1722,Milby Sanitation,,,,
1723,Millard County,,,,
1724,Miller County,,,,
1725,Mills Garbage Service,,,,
1726,Mineral County,,,,
1727,Minidoka County,,,,
1729,Minnesota Waste Processing Company,,,,
1728,MinnKota Recycling,,,,
1730,Mission Recycling,,,,
1731,Mission Trail Waste Systems,,,,
1732,Mississippi County RSWMB,,,,
1733,Mitchell County,,,,
1734,Miw Inc,,,,
1625,MOASWM Authority Resource Recovery,,,,
1626,MOD,,,,
1735,Modoc County,,,,
1736,Mohave County,,,,
1737,Mojave Desert & Mountain JPA,,,,
1738,Monadnock Disposal Service Inc.,,,,
1739,Monmouth County,,,,
1740,Mono County,,,,
1741,Monona County Sanitary Landfill Agency,,,,
1742,Monroe County,,,,
1743,Monterey City Disposal Service,,,,
1744,Monterey County,,,,
1745,Monterey County Regional Waste Management District,,,,
1746,Montezuma County,,,,
1747,Montgomery County,,,,
1748,Montgomery County Solid Waste District,,,,
1749,Montgomery Regional Solid Waste Authority,,,,
1750,Montgomery Trucking Inc,,,,
1751,Montgomery/Otsego/Schoharie SWM Auth (MOSA),,,,
1752,Montmorency-Oscoda-Alpena Counties,,,,
1753,Montrose County,,,,
1754,Moore Brothers,,,,
1755,"Morbark, Inc.",,,,
1756,Morgan County,,,,
1757,"Moring Disposal, Inc.",,,,
1758,Morrice Transfer Station,,,,
1759,Morris County,,,,
1760,Morris County Municipal Utilities Authority,,,,
1761,Morrison County,,,,
1762,"Morrison's Recycling, Inc.",,,,
1763,Morrow County,,,,
1764,Morton County,,,,
1765,Mother Earth Waste Management Inc,,,,
1766,Mound City,,,,
1767,Mount Laurel Township,,,,
1768,Mountain Man Scrap and Salvage,,,,
1769,Mr K's Garden & Material Center Transfer Station,,,,
1627,MRDN,,,,
1770,Multiple Community Services Authority,,,,
1771,Muncie Sanitary District,,,,
1772,Municipality of Anchorage,,,,
1773,Murphy Rubbish,,,,
1774,Murray County,,,,
1775,Muskegon County,,,,
1776,Mussellshell County Refuse District,,,,
1628,MXI Environmental Services,,,,
3254,NA,,,,
1777,"NADL Enterprises, Inc.",,,,
1783,Natchitoches Parish,,,,
1784,National Grid-Clean Energy,,,,
1785,National Recycling Corp,,,,
1786,National Transfer Inc,,,,
1787,"National Waste Management, Inc.",,,,
1788,"National Waste Services, LLC",,,,
1789,"Natural Resources Recovery, Inc.",,,,
1790,"Naughton & Son Recycling, LLC",,,,
1791,Nelson County,,,,
1792,Nelson Refining Systems,,,,
1793,Nemaha County,,,,
1794,Neosho County,,,,
1795,Neshoba County,,,,
1796,Ness County,,,,
1797,Nevada County,,,,
1798,Nevada County Solid Waste Management Authority,,,,
1799,"New England Recycling Company, Inc.",,,,
1800,New Hanover County,,,,
1801,New Haven Solid Waste and Recycling Authority (NHSWRA),,,,
1802,New Jersey Meadowlands Commission,,,,
1803,New Page Corporation,,,,
1804,New River Resource Authority (NRRA),,,,
1805,New River Solid Waste Association,,,,
1806,New River Tire Recycling,,,,
1807,New Style Recycling Corp,,,,
1808,New York Recycling LLC,,,,
1809,Newberry County,,,,
1810,Newberry Transfer Station,,,,
1811,Newton County,,,,
1812,Nicholas County Solid Waste Authority,,,,
1813,Nooksack Valley Disposal Company,,,,
1778,NORCA,,,,
1814,Nordstrom's Sanitation Service,,,,
1815,Norman County,,,,
1816,North American Recycling,,,,
1817,North Carolina State University,,,,
1818,North Central Iowa Regional Solid Waste Agency,,,,
1819,North Central Solid Waste Authority,,,,
1820,"North Fork Sanitation, Inc.",,,,
1821,North Idaho Recycling,,,,
1822,North Lincoln Sanitary Service,,,,
1823,North Pointe Solid Waste Special Service District,,,,
1824,North Schuylkill Landfill Assoc,,,,
1825,North Slope Borough,,,,
1826,North Texas Municipal Water District,,,,
1827,Northampton County,,,,
1828,Northeast Arkansas RSWMB,,,,
1829,Northeast Indiana Solid Waste Management District,,,,
1830,Northeast Kingdom Waste Management District,,,,
1831,Northeast Nebraska Solid Waste Coalition (NNSWC),,,,
1832,Northern Colorado Disposal,,,,
1833,Northern Montana Joint Refuse Disposal District,,,,
1834,Northern Oxford Regional Solid Waste Board,,,,
1835,Northern Plains Regional Landfill,,,,
1836,Northern Tier Solid Waste Authority,,,,
1837,Northside Carting,,,,
1838,Northwest Iowa Area Solid Waste Agency,,,,
1839,Northwest NM Regional Waste Authority,,,,
1840,Northwest Recycling LLC,,,,
1841,Northwest South Dakota Regional Landfill,,,,
1842,Northwest Vermont Solid Waste Management District,,,,
1843,Norton County Landfill,,,,
1844,Norwalk Industries General Partners,,,,
1845,Nottoway County,,,,
1779,NRES,,,,
1780,NRWS,,,,
1781,"NW Resources Recycling, Inc.",,,,
1782,NYDOS,,,,
1846,Nye County,,,,
1848,Ocean County,,,,
1849,Oceana County,,,,
1850,Oconee County,,,,
1851,"Office Paper Systems, Inc.",,,,
1852,Okaloosa County,,,,
1853,Okanogan County,,,,
1854,Oklahoma Dept of Corrections,,,,
1855,Oklahoma Environmental,,,,
1856,Olmsted County,,,,
1857,"Omega Waste Management, Inc",,,,
1858,Omni Recycling Inc,,I think these two are separate entities,,
1847,"OMNI Recycling of Westbury, Inc.",,,,
1859,Oneida County Solid Waste Department,,,,
1860,Oneida Herkimer Solid Waste Authority,,,,
1861,Onondaga County Resource Recovery Agency,,,,
1862,Onslow County,,,,
1863,Ontario County,,,,
1864,Ontario Sanitary Service,,,,
1865,Orange County,,,,
1866,Orange County Integrated Waste Management Department,,,,
1867,Orange Grove Recycling Center,,,,
1868,Orangeburg County,,,,
1869,Orlando Recycling Inc,,,,
1870,Osage County,,,,
1871,Osborne County,,,,
1872,Osceola Development LLC,,,,
1873,Oswego County,,,,
1874,Otero County,,,,
1875,Otsego County,,,,
1876,Otter Recycling Center,,,,
1877,Otter Tail County,,,,
1878,Ottumwa-Wapello Recycling Center,,,,
1879,Ottumwa-Wapello Solid Waste Commission,,,,
1880,Ouray County,,,,
1881,Outagamie County,,,,
1882,Overton County,,,,
1883,Owen County,,,,
1884,Owyhee County,,,,
1885,Oxford Recycled Aggregates,,,,
1886,"P H Waste Collection Service, Inc.",,,,
1887,PA Waste Transfer,,,,
1890,Pacific Disposal Company Inc,,,,
1891,Pacific Rim Recycling,,,,
1892,"Pacific West, LLC",,,,
1893,Page County,,,,
1894,Page County Landfill Association,,,,
1895,Pahrump Valley Disposal,,,,
1896,Palm Beach County Solid Waste Authority,,,,
1897,Palm Springs Recycling,,,,
1898,Palo Alto County,,,,
1899,Panguitch City,,,,
1900,Panola County,,,,
1901,Paragon Carting Company,,,,
1902,Parallel Products of New England,,,,
1903,Park County,,,,
1904,Park's Garbage Service,,,,
1905,Pasco County Utilities Services,,,,
1906,Pasquotank County,,,,
1907,Patrick County,,,,
1908,Patrick James Ecycle,,,,
1910,Paulding County,,,,
1909,Paul's Industrial Garage,,,,
1911,Pawnee County,,,,
1912,Payette County,,,,
1888,PDC,,,,
1913,Pebble Lane Associates LLC,,,,
1914,Pellitteri Waste Systems,,,,
1915,"Pena's Disposal, Inc.",,,,
1916,Pend Oreille County,,,,
1917,Pender County,,,,
1918,Pendleton Sanitary Service Inc,,,,
1919,Penquis Solid Waste Corporation,,,,
1920,Penta Post,,,,
1921,Peoria Joint Solid Waste Disposal Board,,,,
1922,Perry County,,,,
1923,Perry County Recycling Management District,,,,
1924,"Perry Ridge Landfill, Inc.",,,,
1925,Pershing County,,,,
1926,Peterson's Service Corp.,,,,
1927,"Phillips Bark Processing Company, Inc.",,,,
1928,Phillips County,,,,
1929,Phoenix Recycling and Shredding,,,,
1930,Pickens County,,,,
1931,Pickett County,,,,
1932,Pierce County,,,,
1933,Pierce County Public Works & Utilities,,,,
1934,Pike Countryside Sanitation Inc,,,,
1935,Pike County,,,,
1936,Pima County,,,,
1937,Pinal County,,,,
1938,Pine Belt Regional Solid Waste Authority,,,,
1939,Pine Mountain Club,,,,
1940,Pinellas County Utilities,,,,
1941,Pioneer Industries,,,,
1942,Piscataquis County,,,,
1943,Pitkin County,,,,
1944,Pitsch Companies,,,,
1945,Pitt County,,,,
1946,Pittsylvania County,,,,
1947,Piute County,,,,
1948,Placer County,,,,
1949,Plainfield Municipal Utilities Authority (PMUA),,,,
1950,Pleasant River Solid Waste Disposal District,,,,
1951,"Pleasanton Garbage Service, Inc.",,,,
1952,Plumas County,,,,
1953,Plymouth County Solid Waste Agency,,,,
1954,Pocahontas County,,,,
1955,Pocahontas County Solid Waste Authority,,,,
1956,Pocahontas Recycling,,,,
1957,Poinsett County,,,,
1958,Point Recycling Ltd,,,,
1959,Polk County,,,,
1960,Polk County Solid Waste Recovery Facility,,,,
1961,Polk County Waste Resource Mgmt Division,,,,
1962,Pollution Control Financing Authority of Warren County,,,,
1963,Ponca City,,,,
1964,Ponderosa Regional Landfill,,,,
1965,Portage County,,,,
1966,Portage County Solid Waste District,,,,
1967,Potential Industries,,,,
1968,Potomac Recycling,,,,
1969,Pottawatomie County,,,,
1970,Pottawattamie County,,,,
1971,Potter County Solid Waste Authority,,,,
1972,Powell County,,,,
1973,Power County,,,,
1974,Prairie Recycling,,,,
1975,Prairie Solid Waste Agency,,,,
1976,Prairieland Solid Waste Management,,,,
1889,PRATT,,,,
1977,Pratt County,,,,
1978,Preble County,,,,
1979,Prentiss County,,,,
1980,Pride Disposal Service,,,,
1981,Prince Edward County,,,,
1982,Prince George County,,,,
1983,Prince George's County,,,,
1984,Prince William County,,,,
1985,Progressive Development L.L.C.,,,,
1986,"Progressive Recycling, Inc.",,,,
1987,Promontory Point Landfill,,,,
1988,Pulaski County,,,,
1989,Putnam County,,,,
1990,Putnam County Sanitation Department,,,,
1991,QRS Recycling,,,,
1992,Queen Anne's County,,,,
1993,Quicksilver Recycling Services,,,,
1994,"R & W Container, LLC",,,,
1995,R A Bennett Trucking,,,,
1996,"R.E.D. Technologies, LLC",,,,
2006,Rabun County,,,,
2007,"Railside Environmental Services, LLC",,,,
2008,Raleigh County Solid Waste Authority,,,,
2009,Rancho Tehama Association,,,,
2010,Randolph County,,,,
2011,Randy's Environmental Services,,,,
2012,Rappahannock County,,,,
2013,Rappahannock Regional Solid Waste Management Board (R-Board),,,,
2014,Rawlins County,,,,
2015,"Ray's Trash Service, Inc.",,,,
1997,RDS Recycling Solutions,,,,
2018,Realco Recycling Co,,,,
2016,Re-Claim Environmental Louisiana,,,,
1998,RECOM,,,,
2020,Recycle Ann Arbor,,,,
2021,Recycle Depot,,,,
2022,Recycle Midwest,,,,
2019,Recy-Clean,,,,
2023,Recycled Materials Incorporated,,,,
2024,Recycling & Disposal Services Inc.,,,,
2025,Recycling Services Inc,,,,
2026,Recycling Services of Florida,,,,
2027,Recycling Solutions Inc,,,,
2028,Redwood Empire Disposal,,,,
2029,Reedy Creek Improvement District,,,,
2017,ReEnergy Holdings LLC,,,,
2030,Refuse Control Systems Inc,,,,
2031,Refuse Disposal Service Co Inc,,,,
2032,Region 2000 Services Authority,,,,
2033,Region VIII Solid Waste Authority,,,,
2034,Regional Rail LLC,,,,
2035,Regional Refuse Disposal District,,,,
1999,RENEW Recycling,,,,
2036,Reno County,,,,
2037,Renville County,,,,
2000,REPUB,,,,
2038,Resource Authority in Sumner County (RASCO),,,,
2039,Resource Management Companies,,,,
2040,"Resource Recovery Technologies, LLC",,,,
2041,Rethinkwaste,,,,
2042,Revolution Recovery,,,,
2043,Rhea County,,,,
2044,Rice County,,,,
2045,Rich County,,,,
2046,Richard S. Burns & Sons Inc,,,,
2047,"Richfield Management, LLC",,,,
2048,Richland County,,,,
2049,Richland County Regional Solid Waste Management Authority,,,,
2050,Richmond County,,,,
2051,Ricks Trash Service,,,,
2052,Riley & Stone Recycling Co,,,,
2053,Riley County,,,,
2054,Rio Blanco County,,,,
2055,Rio Grande County,,,,
2001,RIRRC,,,,
2056,Rivanna Solid Waste Authority (RSWA),,,,
2057,"River Birch, Inc.",,,,
2058,"Riverbend Environmental Services, LLC",,,,
2059,Riverside County,,,,
2002,RLH Sanitation Inc.,,,,
2003,RMG Enterprise Inc.,,,,
2060,Roane County,,,,
2061,Roanoke Valley Resource Authority,,,,
2062,"Robert B. Our Co., Inc.",,,,
2063,Robert Childs Inc.,,,,
2064,Robert Wallick Associates LLC.,,,,
2065,Roberts County,,,,
2066,Robertson County,,,,
2067,Robeson County,,,,
2004,ROCK,,,,
2068,Rock County,,,,
2069,Rockbridge County,,,,
2070,Rockingham County,,,,
2071,Rockland County Solid Waste Management Authority,,,,
2072,Rocky Mountain Recycling,,,,
2073,"Rodgers Brothers Service, Inc.",,,,
2074,"Rogue Disposal & Recycling, Inc.",,,,
2075,"Roll-Off Service, L.L.C.",,,,
2076,Rome-Floyd SW Management Commission,,,,
2077,Rooks County,,,,
2078,Roseau County,,,,
2079,Rosebud County,,,,
2080,Roseburg Resources,,,,
2081,Roto Rooter Sewer and Drain Service,,,,
2082,Rowan County,,,,
2083,Roy Strom Company,,,,
2084,Royal Carting Co Inc,,,,
2085,Royal Carting Service,,,,
2086,Royal Heights Transfer Station,,,,
2005,RUMPK,,,,
2087,Rural Iowa Waste Management Association,,,,
2088,Rush County,,,,
2089,Russell County,,,,
2090,Rutherford County,,,,
2091,Rutland County Solid Waste District,,,,
2092,S & J Exco Inc.,,,,
2093,S & L Zeppetelli Inc,,,,
2094,"S&M Prompt Rubbish Removal, Inc.",,,,
2095,S&P Carting Service Inc.,,,,
2096,S.B. Cox Demolition Contractors,,,,
2107,Sabine Parish Police Jury,,,,
2108,Sac County Solid Waste Agency,,,,
2109,Sacramento County,,,,
2110,Saguache County,,,,
2111,Saint Clair County,,,,
2112,Saint Louis County,,,,
2113,Saint Regis Mohawk Tribe,,,,
2114,Sakoutis Brothers Disposal,,,,
2115,Salem County Improvement Authority,,,,
2116,Salinas Valley Solid Waste Authority (SVSWA),,,,
2117,Salt Creek Joint Powers Board,,,,
2118,Salt Lake County,,,,
2119,Salt River-Pima-Maricopa Indian Community,,,,
2120,San Benito County,,,,
2121,San Bernardino County Department of Public Works,,,,
2122,San Joaquin County,,,,
2123,San Juan County,,,,
2124,San Miguel County,,,,
2125,"Sander Sanitation Service, Inc.",,,,
2126,Sanders County Waste Refuse District,,,,
2127,Sandoval County,,,,
2128,Sanitary Disposal Inc,,,,
2129,Sanitary District No. 1,,,,
2130,Sanitation Service Inc,,,,
2131,Sanpete County,,,,
2132,Santa Barbara County,,,,
2133,Santa Cruz County,,,,
2134,Santa Fe County,,,,
2135,Santa Fe Solid Waste Management Agency,,,,
2136,Santa Rosa County,,,,
2097,SANTK,,,,
2137,Sarasota County,,,,
2138,Sarasota County Utilities Department,,,,
2139,Saratoga County,,,,
2140,Sarpy County,,,,
2141,Schenectady County,,,,
2142,Scofield Transfer and Recycling Inc,,,,
2143,Scotland County,,,,
2144,Scott County,,,,
2098,SE Connecticut Regional Res. Rec. Authority,,,,
2145,Seaman Construction Inc.,,,,
2146,Sedgwick County,,,,
2147,"Sedona Recycles, Inc.",,,,
2148,Select Recycling Waste Services (SRWS),,,,
2149,Seminole County,,,,
2150,Seneca Sanitation Inc.,,,,
2151,Service Transport Group,,,,
2152,"Service Waste, Inc.",,,,
2153,Sevier County,,,,
2154,Seward County,,,,
2155,Shamrock Disposal & Shamrock Recycling & Transfer,,,,
2156,"Shanks Enterprise, Inc.",,,,
2157,Sharkey County,,,,
2158,Shasta County,,,,
2159,Shawano County,,,,
2160,Shelby County,,,,
2161,Shelby County Highway Garage,,,,
2162,Shelbyville Disposal Service Inc.,,,,
2163,Shelter Island Sand Gravel & Contracting Inc,,,,
2164,Shenandoah County,,,,
2165,Sheridan County,,,,
2166,Sheridan County Solid Waste District,,,,
2167,Sherman County,,,,
2168,Shoals Solid Waste Authority,,,,
2099,SHOOS,,,,
2169,Shoshone County,,,,
2170,Shotwell C&D Landfill,,,,
2171,Shred-All Recycling,,,,
2172,Sickles Sanitation,,,,
2173,Sierra Contracting Co,,,,
2174,Sierra County,,,,
2175,Silver Bow County,,,,
2176,Silver Creek Materials,,,,
2177,Simmons Sanitation and Recycling,,,,
2178,Simpson County,,,,
2100,SIMS,,,,
2179,"Sims Brothers, Inc.",,,,
2180,Siskiyou County,,,,
2181,Skagit County,,,,
2182,Skamania County,,,,
2183,Smith County,,,,
2184,Smith Industries,,,,
2185,Smyth County,,,,
2186,Snohomish County,,,,
2187,Snowy River Enterprises LLC,,,,
2188,Socorro County,,,,
2189,Soft Drink Association of Alabama,,,,
2190,Solid Waste Agency of Lake County (SWALCO),,,,
2191,Solid Waste Agency of Northern Cook County,,,,
2192,Solid Waste Agency of Northwest Nebraska (SWANN),,,,
2193,Solid Waste Authority of Central Ohio (SWACO),,,,
2194,Somerset County,,,,
2195,Somervell County,,,,
2101,SON,,,,
2196,Sonny's Solid Waste Services Inc,,,,
2197,Sonoma County,,,,
2198,"Soundside Recycling & Materials, Inc.",,,,
2199,South Central Iowa Landfill Agency,,,,
2200,South Central Iowa Solid Waste Agency,,,,
2201,South Central Solid Waste Authority (SCSWA),,,,
2202,South Lake Refuse and Recycling,,,,
2203,South San Francisco Scavenger Co,,,,
2204,"South Tahoe Refuse Co., Inc.",,,,
2205,South Utah Valley Solid Waste District,,,,
2206,Southard's Recycling,,,,
2207,Southeast Berrien County Landfill Authority,,,,
2208,Southeast Multi-County (SEMCO),,,,
2209,Southeast Oakland County Res Rec Auth,,,,
2210,Southeast Resource Recovery Facility (SERRF) JPA,,,,
2211,Southeast Waste Disposal,,,,
2212,Southeastern Chester County Refuse Authority,,,,
2213,Southeastern Indiana Recycling District,,,,
2214,Southeastern Recycling Corporation,,,,
2215,Southern California Disposal,,,,
2216,Southern Disposal Services,,,,
2217,Southern Idaho Regional Solid Waste,,,,
2218,Southern Missouri Recycling & Waste Management District,,,,
2219,"Southern Oklahoma Regional Disposal, Inc. (SORD)",,,,
2220,Southern Oregon Sanitation,,,,
2221,Southern Recycling Industries,,,,
2222,Southern Scrap Company Inc.,,,,
2223,"Southern Scrap, Inc. (Williams Recycling)",,,,
2224,"Southern Tier Recyclers, Inc.",,,,
2225,"Southern Waste Systems, LLC",,,,
2226,Southland Disposal Company,,,,
2227,"Southport Rail & Transfer, LLC",,,,
2228,"Southwaste Services, Inc.",,,,
2229,Southwest Landfill,,,,
2230,Sparc Enterprises Inc,,,,
2231,Spartanburg County,,,,
2232,Spectrum Industries Recycling,,,,
2233,Spivey Disposal LLC,,,,
2234,Spotsylvania County,,,,
2102,SPREC,,,,
2235,Sprint Waste Services,,,,
2103,SPSA Southeastern Public Service Auth,,,,
2104,SRCL,,,,
2236,St Landry Parish,,,,
2237,St Lawrence County,,,,
2238,St Mary's County,,,,
2239,St. Francois County,,,,
2240,St. Johns County Solid Waste,,,,
2241,St. Lucie County,,,,
2242,St. Mary Parish Council,,,,
2243,Stanislaus County,,,,
2244,Stanley Kent Martin TS,,,,
2245,Stanton County,,,,
2246,Starr County,,,,
2247,State of Maine,,,,
2248,Steele County,,,,
2249,Sterling County,,,,
2250,"Sterling Recycling, Inc.",,,,
2251,Sterling Superior Services,,,,
2252,Steuben County,,,,
2253,Stevens County,,,,
2254,Stillwater County Solid Waste District,,,,
2255,Stockton Recycling,,,,
2256,Stockton Recycling & Transfer,,,,
2257,Stokes County,,,,
2258,Stone County Transfer Station,,,,
2259,Stony Creek Industries,,,,
2260,Strategic Materials Inc,,,,
2261,"Stuart W. Bates, Inc.",,,,
2262,Sublette County,,,,
2263,Sullivan County,,,,
2264,Summit County,,,,
2265,Summitville Recycling Center,,,,
2266,Sumter County,,,,
2267,"Sun Valley Paper Stock, Inc.",,,,
2268,Sunshine Recycling,,,,
2269,Sunstream Corporation,,,,
2270,Super Pallet Recycling Corporation,,,,
2271,Surrey Township,,,,
2272,Surry County,,,,
2273,Susquehanna County,,,,
2274,Sussex County Municipal Utilities Authority,,,,
2275,Suwannee County,,,,
2276,Swain County,,,,
2277,Swarthout Recycling LLC,,,,
2105,SWeeDee,,,,
2278,Sweetwater County Solid Waste Disposal District,,,,
2279,Swift County,,,,
2280,"Swift River Associates, Inc.",,,,
2281,Swinger Sanitation,,,,
