"","Operator Code","count"
"1837","Montgomery County",1
"1838","Montgomery County Solid Waste District",1
"1839","Montgomery Regional Solid Waste Authority",1
"1840","Montgomery Trucking Inc",1
"1841","Montmorency-Oscoda-Alpena Counties",1
"1842","Monument Waste Services, LLC",1
"1843","Moore Brothers",1
"1844","Moore's Service Inc",1
"1845","Mora County",1
"1846","Morgan County",2
"1847","Morgan's Sanitation",1
"1848","Moring Disposal, Inc.",1
"1849","Morrice Transfer Station",1
"1850","Morris County Municipal Utilities Authority",1
"1851","Morrison County",1
"1852","Morrison's Recycling, Inc.",1
"1853","Mortenson Recycling",1
"1854","Morton County",1
"1855","Moscow Recycling",1
"1856","Mother Earth Waste Management Inc",1
"1857","Moulding & Sons Landfill LLC",1
"1858","Mound City",1
"1859","Mount Laurel Township",1
"1860","Mount Tabor Transfer Station",1
"1861","Mountain Man Scrap and Salvage",1
"1862","Mountain View Recycling",1
"1863","Mountain View Waste Systems",1
"1864","Mower County",1
"1865","Mullins Supply Inc.",1
"1866","Multiple Community Services Authority",1
"1867","Municipal District Bonneville No. 87",1
"1868","Municipality of Anchorage",2
"1869","Murray County",1
"1870","Muskegon County",2
"1871","Muskingum County Recycling",1
"1872","Mussellshell County Refuse District",1
"1873","N&R&G Recycling, Inc",1
"1874","NAPA Development Corp., Inc.",1
"1875","NCDEH",1
"1876","NORCA",13
"1877","NRES",1
"1878","NRWS",8
"1879","NYDOS",1
"1880","Naslund Disposal Service Inc",1
"1881","National Grid-Clean Energy",1
"1882","National Paper Recycling",1
"1883","National Paper Recycling of Manassas",1
"1884","National Transfer Inc",1
"1885","National Waste Management, Inc.",1
"1886","National Waste Services, LLC",1
"1887","Natural Resources Recovery, Inc.",1
"1888","Naughton & Son Recycling, LLC",1
"1889","Nelson County",2
"1890","Nelson Refining Systems",1
"1891","Nemaha County",1
"1892","Neosho County",1
"1893","Neshoba County",1
"1894","Ness County",1
"1895","Nestucca Valley Recycling Garbage Service",1
"1896","Nevada County Solid Waste Management Authority",3
"1897","New American Recycling",1
"1898","New England Recycling Company, Inc.",1
"1899","New Hanover County",1
"1900","New Jersey Meadowlands Commission",1
"1901","New Jersey Rail Logistics, LLC",1
"1902","New Page Corporation",1
"1903","New River Recycling",1
"1904","New River Resource Authority (NRRA)",1
"1905","New River Solid Waste Association",2
"1906","New Style Recycling Corp",1
"1907","New York Recycling LLC",1
"1908","Newberry County",1
"1909","Newberry Transfer Station",1
"1910","Newton County",2
"1911","Nicholas County Solid Waste Authority",1
"1912","Noonan Landfill LLC",1
"1913","Nordstrom's Sanitation Service",1
"1914","North American Recycling",1
"1915","North Bay Corporation",1
"1916","North Carolina State University",1
"1917","North Central Iowa Regional Solid Waste Agency",2
"1918","North Central Recovery & Recycling",1
"1919","North Central Solid Waste Authority",1
"1920","North Dakota Recycling Services LLC",1
"1921","North Fork Sanitation, Inc.",1
"1922","North Lincoln Sanitary Service",1
"1923","North Pointe Solid Waste Special Service District",1
"1924","North Schuylkill Landfill Assoc",1
"1925","North Slope Borough",1
"1926","North Texas Municipal Water District",2
"1927","Northampton County",1
"1928","Northcoast Inc. Recycling Specialists",1
"1929","Northeast Arkansas RSWMB",1
"1930","Northeast Indiana Solid Waste Management District",2
"1931","Northeast Kingdom Waste Management District",2
"1932","Northeast Nebraska Solid Waste Coalition (NNSWC)",1
"1933","Northeast Recycling Corp.",1
"1934","Northern A1 Services, Inc.",2
"1935","Northern Katahdin Valley Waste Disposal District",1
"1936","Northern Metals Recycling",1
"1937","Northern Montana Joint Refuse Disposal District",1
"1938","Northern Oxford Regional Solid Waste Board",1
"1939","Northern Plains Regional Landfill",1
"1940","Northern Tier Solid Waste Authority",3
"1941","Northside Carting",2
"1942","Northwest Iowa Area Solid Waste Agency",1
"1943","Northwest NM Regional Waste Authority",2
"1944","Northwest Oklahoma Solid Waste Authority",1
"1945","Northwest Recycling LLC",1
"1946","Northwest South Dakota Regional Landfill",1
"1947","Northwest Vermont Solid Waste Management District",1
"1948","Norton County Landfill",1
"1949","Norton Environmental Inc",1
"1950","Norwalk Industries General Partners",1
"1951","Nottoway County",1
"1952","Nu-Clean LLC",1
"1953","Nu-Way Recycling Corp.",1
"1954","Nye County",1
"1955","OMNI Recycling of Westbury, Inc.",1
"1956","Ocean City Recycling Center",1
"1957","Ocean County",1
"1958","Ocean County Landfill Inc.",1
"1959","Oceana County",1
"1960","Oconee County",1
"1961","Oconto County",1
"1962","Ocqueoc Township",1
"1963","Office Paper Systems, Inc.",1
"1964","Ohio Recycling Inc.",1
"1965","Okaloosa County",1
"1966","Okanogan County",2
"1967","Oklahoma Dept of Corrections",1
"1968","Oklahoma Environmental",2
"1969","Olmsted County",1
"1970","Omega Waste Management, Inc",1
"1971","Omni Recycling Inc",1
"1972","One Source Recycling",1
"1973","Oneida County Solid Waste Department",1
"1974","Oneida Herkimer Solid Waste Authority",2
"1975","Onondaga County Resource Recovery Agency",1
"1976","Onslow County",1
"1977","Ontario Sanitary Service",1
"1978","Orange Avenue Disposal",1
"1979","Orange County",2
"1980","Orange County Integrated Waste Management Department",1
"1981","Orange Grove Recycling Center",1
"1982","Orangeburg County",2
"1983","Orlando Recycling Inc",1
"1984","Osborne County",1
"1985","Osceola Development LLC",1
"1986","Oswego County",3
"1987","Otero County",2
"1988","Otter Recycling Center",1
"1989","Otter Tail County",3
"1990","Ottumwa-Wapello Recycling Center",1
"1991","Ottumwa-Wapello Solid Waste Commission",1
"1992","Outagamie County",2
"1993","Overton County",1
"1994","Owen County",1
"1995","Owyhee County",2
"1996","P H Waste Collection Service, Inc.",1
"1997","PA Waste Transfer",1
"1998","PDC",6
"1999","PRATT",4
"2000","PRO Waste Systems",1
"2001","PRo Kansas Recycling Center",1
"2002","Pacific Disposal Inc",1
"2003","Pacific Rim Recycling",1
"2004","Pacific West LLC",1
"2005","Page County",1
"2006","Page County Landfill Association",1
"2007","Pahrump Valley Disposal",2
"2008","Pak-A-Way Container Service",1
"2009","Palm Beach County SWA",3
"2010","Palm Beach County Solid Waste Authority",1
"2011","Palm Springs Recycling",1
"2012","Palmer Electric Technology Energy Services, Inc (P.E.T.E.S.)",1
"2013","Palo Alto County",1
"2014","Panguitch City",1
"2015","Panola County",1
"2016","Panther Waste Systems",1
"2017","PaperWorks Industries",1
"2018","Paragon Carting Company",1
"2019","Paragon Development Group",1
"2020","Parallel Products of New England",1
"2021","Park County",1
"2022","Park County Refuse Disposal District",1
"2023","Park's Garbage Service",1
"2024","Parker & Son",1
"2025","Parkersburg MRF",1
"2026","Pasco County Utilities Services",1
"2027","Pasquotank County",2
"2028","Patrick County",1
"2029","Patrick James Ecycle",1
"2030","Patriot Recycling LLC",1
"2031","Paulding County",1
"2032","Pawnee County",1
"2033","Payette County",1
"2034","Peacock On-Site Disposal",1
"2035","Pebble Lane Associates LLC",1
"2036","Pellitteri Waste Systems",1
"2037","Pena's Disposal, Inc.",1
"2038","Pend Oreille County",1
"2039","Pender County",1
"2040","Pendleton Sanitary Service Inc",1
"2041","Penn Waste, Inc.",1
"2042","Penquis Solid Waste Corporation",2
"2043","Perkins' Good Earth Farm",1
"2044","Perry County",1
"2045","Perry County Recycling Management District",1
"2046","Perry Management Corporation",1
"2047","Perry Ridge Landfill, Inc.",1
"2048","Perry Township",1
"2049","Pershing County",1
"2050","Pheasant Valley Recycling",1
"2051","Phillips Bark Processing Company, Inc.",1
"2052","Phillips County",1
"2053","Phoenix Recycling and Shredding",1
"2054","Pickens County",2
"2055","Pickett County",1
"2056","Pierce County",1
"2057","Pike Countryside Sanitation Inc",1
"2058","Pike County",1
"2059","Pinal County",1
"2060","Pine Belt Regional Solid Waste Authority",1
"2061","Pine Mountain Club",1
"2062","Pioneer Fibers, Inc.",1
"2063","Pioneer Recycling",1
"2064","Piquniq Management Corporation",1
"2065","Piscataquis County",1
"2066","Pitkin County",1
"2067","Pitsch Companies",2
"2068","Pitt County",1
"2069","Pittsburgh Recycling Services LLC",1
"2070","Pittsylvania County",1
"2071","Piute County",1
"2072","Plainfield Municipal Utilities Authority (PMUA)",1
"2073","Pleasant River Solid Waste Disposal District",1
"2074","Pleasanton Garbage Service, Inc.",1
"2075","Plumas County",2
"2076","Plymouth County Solid Waste Agency",1
"2077","Pocahontas County",1
"2078","Pocahontas County Solid Waste Authority",1
"2079","Pocahontas Recycling",1
"2080","Poinsett County",1
"2081","Point Recycling Ltd",1
"2082","Polk County",2
"2083","Polk County Solid Waste Recovery Facility",2
"2084","Pomona Valley Transfer Station",1
"2085","Ponca City",1
"2086","Ponderosa Regional Landfill",1
"2087","Portage County Solid Waste District",1
"2088","Porter Trash Service",1
"2089","Posillico Materials LLC",1
"2090","Potential Industries",1
"2091","Potomac Recycling",1
"2092","Pottawattamie County",1
"2093","Potter County Solid Waste Authority",1
"2094","Powder River County",1
"2095","Power County",2
"2096","Prairie Solid Waste Agency",1
"2097","Pratt County",1
"2098","Pratts Disposal",1
"2099","Preble County",1
"2100","Prentiss County",2
"2101","Pride Disposal Service",1
"2102","Prince Edward County",1
"2103","Prince George County",1
"2104","Prince George's County",1
"2105","Prince William County",1
"2106","Prison Industry Authority, St. of Calif.",1
"2107","Progressive Development L.L.C.",1
"2108","Progressive Recycling, Inc.",1
"2109","Pryor Waste and Recycling LLC",1
"2110","Pulaski County",1
"2111","Pulaski County Recycling & Disposal",1
"2112","Putnam County",2
"2113","Putnam County Sanitation Department",1
"2114","Pythons of St. Cloud, Inc.",1
"2115","QRS Recycling",2
"2116","QRS Recycling Baltimore Re-Poly Facility",1
"2117","QRS Riverside Recycling",1
"2118","Queen Anne's County",1
"2119","Quicksilver Recycling Services",1
"2120","R & W Container, LLC",1
"2121","R A Bennett Trucking",1
"2122","R&R Solutions, Inc",1
"2123","R. M. Sonderquist, Inc.",1
"2124","R.E.D. Technologies, LLC",1
"2125","R2R Asphalt Shingle Recovery Center",1
"2126","RDS Recycling & Disposal",1
"2127","RDS Recycling Solutions",1
"2128","RECOM",2
"2129","RENEW Recycling",1
"2130","REPUB",47
"2131","RIRRC",2
"2132","RLH Sanitation Inc.",1
"2133","ROCK",2
"2134","RSI Leasing, Inc.",1
"2135","RUMPK",13
"2136","Rabun County",1
"2137","Railside Environmental Services, LLC",1
"2138","Raleigh County Solid Waste Authority",1
"2139","Rancho Tehama Association",1
"2140","Randolph County",1
"2141","Randy's Environmental Services",1
"2142","Rapid Removal Solid Waste Transfer Station, LLC.",1
"2143","Rappahannock County",1
"2144","Rappahannock Regional Solid Waste Management Board (R-Board)",1
"2145","Ravenswood Disposal Service, Inc.",1
"2146","Rawlins County",1
"2147","Ray's Transportation Inc.",1
"2148","Ray's Trash Service",1
"2149","Ray's Trash Service, Inc.",2
"2150","Re-Claim Environmental Louisiana",1
"2151","ReEnergy Holdings LLC",2
"2152","Realco Recycling Co",1
"2153","Recovered Asset Management",1
"2154","Recy-Clean",1
"2155","Recycle Depot",1
"2156","Recycle Midwest",1
"2157","Recycle One",1
"2158","Recycle Transfer Center, Inc.",1
"2159","Recycled Earth",1
"2160","Recycled Materials Incorporated",1
"2161","Recycling & Disposal Services Inc.",1
"2162","Recycling Enterprises",1
"2163","Recycling Group Ltd",1
"2164","Recycling Services of Florida",1
"2165","Recycling Services, Inc.",1
"2166","Recycling Solutions",1
"2167","Recycling Solutions Inc",1
"2168","Recycling Specialists, Inc.",1
"2169","Redwood County",1
"2170","Redwood/Renville Regional Solid Waste Authority",1
"2171","Reedy Creek Energy Services",1
"2172","Reedy Creek Improvement District",1
"2173","Refuse Control Systems Inc",1
"2174","Refuse Disposal Service Co Inc",1
"2175","Region 2000 Services Authority",1
"2176","Region VIII Solid Waste Authority",1
"2177","Regional Environmental Improvement Commission (REIC)",1
"2178","Regional Refuse Disposal District",1
"2179","Remediation Services of Louisiana",1
"2180","Reno County",1
"2181","Renville County",1
"2182","Residuals Management Services, Inc.",1
"2183","Resource Authority in Sumner County (RASCO)",1
"2184","Resource Management Companies",1
"2185","Resource Recovery Technologies, LLC",1
"2186","Revolution Recovery",1
"2187","Rice County",2
"2188","Rich County",1
"2189","Richard Carrier Trucking, Inc.",1
"2190","Richard S. Burns & Sons Inc",1
"2191","Richfield Management, LLC",1
"2192","Richland County",1
"2193","Richmond County",1
"2194","Ricks Trash Service",1
"2195","Riley & Stone Recycling Co",1
"2196","Rio Blanco County",1
"2197","Rio Grande County",1
"2198","Rivanna Solid Waste Authority (RSWA)",2
"2199","River Birch, Inc.",1
"2200","River City Waste Recyclers",1
"2201","Riverbend Environmental Services, LLC",1
"2202","Riverline Recycling",1
"2203","Riverside County",1
"2204","Rizzo Associates, Inc.",1
"2205","Road Runner Waste Service Inc",1
"2206","Roane County",1
"2207","Roanoke Valley Resource Authority",2
"2208","Robert B. Our Co., Inc.",1
"2209","Robert Childs Inc.",1
"2210","Roberts County",1
"2211","Robertson County",1
"2212","Robeson County",1
"2213","Rock County",1
"2214","Rockbridge County",2
"2215","Rockingham County",1
"2216","Rockland County Solid Waste Management Authority",1
"2217","Rocky Mountain Recycling",2
"2218","Rodgers Brothers Service, Inc.",1
"2219","Rogue Disposal & Recycling, Inc.",2
"2220","Roll-Off Service, L.L.C.",1
"2221","Rolloff Recycling Center LLC",2
"2222","Rome Floyd County Recycling Center",1
"2223","Rome-Floyd SW Management Commission",1
"2224","Rooks County",1
"2225","Roosevelt Township",1
"2226","Rose Hill Landfill, LLC",1
"2227","Roseau County",1
"2228","Rosebud County",1
"2229","Rowan County",2
"2230","Roy Strom Company",1
"2231","Royal Carting Co Inc",1
"2232","Royal Carting Service",1
"2233","Royal Heights Transfer Station",1
"2234","Royal Paper Stock",1
"2235","Rubble Bee Recycling",1
"2236","Rural Iowa Waste Management Association",1
"2237","Rush County",1
"2238","Russell County",1
"2239","Russo Dumpster Rental",1
"2240","Russo and Sons, Inc.",1
"2241","Rutherford County",2
"2242","S & B Rolloff Inc",1
"2243","S & J Exco Inc.",1
"2244","S & L Zeppetelli Inc",1
"2245","S&M Prompt Rubbish Removal, Inc.",1
"2246","S&P Carting Service Inc.",1
"2247","S.B. Cox Demolition Contractors",1
"2248","SANTK",8
"2249","SHOOS",1
"2250","SIMS",1
"2251","SON",1
"2252","SPREC",3
"2253","SPSA Southeastern Public Service Auth",2
"2254","SRC Recycling Center",1
"2255","SRCL",2
"2256","SRS Investment Management, LLC",1
"2257","ST Paper LLC",1
"2258","ST Tissue LLC",1
"2259","SWeeDee",1
"2260","SYGR",1
"2261","Sac County Solid Waste Agency",1
"2262","Sacramento County",2
"2263","Saguache County",1
"2264","Saint Clair County",1
"2265","Saint Louis County",3
"2266","Saint Regis Mohawk Tribe",1
"2267","Sakoutis Brothers Disposal",1
"2268","Salem County Improvement Authority",1
"2269","Salem Township",1
"2270","Salinas Valley Solid Waste Authority",1
"2271","Salt Creek Joint Powers Board",1
"2272","Salt Lake County",2
"2273","Salt River-Pima-Maricopa Indian Community",1
"2274","San Joaquin County",1
"2275","San Juan County",2
"2276","San Juan Transfer Station",1
"2277","San Miguel County",1
"2278","Sander Sanitation Service, Inc.",1
"2279","Sanders County Waste Refuse District",1
"2280","Sandoval County",2
"2281","Sanitary Disposal Inc",1
"2282","Sanitary District No. 1",1
"2283","Sanitary Service Company, Inc. (SSC)",1
"2284","Sanitation Service Inc",1
"2285","Sanitation Solutions, Inc.",1
"2286","Sanpete County",1
"2287","Santa Barbara County",2
"2288","Santa Cruz County",2
"2289","Santa Fe County",1
"2290","Santa Fe Solid Waste Management Agency",2
"2291","Santa Maria Transfer Station, Inc",1
"2292","Santa Rosa County",2
"2293","Saratoga County",1
"2294","Sarnago & Sons Recycling & Materials",1
"2295","Scofield Transfer and Recycling Inc",1
"2296","Scotland County",2
"2297","Scott County",1
"2298","Seaboard / Marion Oil Recovery",1
"2299","Seaman Construction Inc.",1
"2300","Second Nature Recycling, Inc.",1
"2301","Sedgwick County",1
"2302","Sedona Recycles, Inc.",1
"2303","Seeley Lake Refuse District",1
"2304","Select Recycling Waste Services (SRWS)",2
"2305","Selk Sanitation",1
"2306","Selma Disposal & Recycling Inc.",1
"2307","Seminole County",3
"2308","Seminole Sanitation, Inc.",1
"2309","Seneca Sanitation Inc.",1
"2310","Serv-All (Republic Services)",1
"2311","Sevier County",1
"2312","Seward County",1
"2313","Seymour Sand & Stone",1
"2314","Shamrock Disposal & Shamrock Recycling & Transfer",1
"2315","Shanks Enterprise, Inc.",1
"2316","Sharkey County",1
"2317","Shawano County",1
"2318","Shelby County",2
"2319","Shelbyville Disposal Service Inc.",1
"2320","Shelter Island Sand Gravel & Contracting Inc",1
"2321","Shenandoah County",1
"2322","Sherborn Transfer Station",1
"2323","Sheridan County",1
"2324","Sherman County",2
"2325","Shoals Solid Waste Authority",1
"2326","Shoshone County",1
"2327","Shoshone-Paiute Tribes",1
"2328","Shotwell Transfer Apex LLC",1
"2329","Shotwell Transfer Garner LLC",1
"2330","Sickles Sanitation",1
"2331","Sierra Contracting Co",1
"2332","Sierra County",2
"2333","Sierra Pacific Industries",1
"2334","Sierra Processing LLC",1
"2335","Sierra Recyc Inc",1
"2336","Silvarole Material Recovery Facility",1
"2337","Silver Bow County",1
"2338","Silver Creek Materials",1
"2339","Silver Mountain Disposal, LLC",1
"2340","Simi Valley Recycling Center",1
"2341","Simko Recycling",1
"2342","Simmons Sanitation and Recycling",1
"2343","Simpson County",1
"2344","Sims Brothers, Inc.",1
"2345","Siouxland Recovery, Inc.",1
"2346","Siskiyou County",2
"2347","Skagit County",2
"2348","Skamania County",1
"2349","Smith County",1
"2350","Smith Industries",1
"2351","Smyth County",1
"2352","Snake River Rubbish, LLC",1
"2353","Snohomish County",1
"2354","Snowy River Enterprises LLC",1
"2355","Socorro County",1
"2356","Soft Drink Association of Alabama",1
"2357","Solid Waste Agency of Northern Cook County",1
"2358","Solid Waste Agency of Northwest Nebraska (SWANN)",2
"2359","Solid Waste Authority of Central Ohio (SWACO)",1
"2360","Solid Wastes of Willits Inc.",1
"2361","Somerset County",3
"2362","Sonny's Solid Waste Services Inc",1
"2363","Soundside Recycling & Materials, Inc.",1
"2364","South Central Iowa Landfill Agency",1
"2365","South Central Iowa Solid Waste Agency",2
"2366","South Central Recycling",1
"2367","South Central Solid Waste Authority (SCSWA)",3
"2368","South Dallas County Landfill Association",1
"2369","South Lake Refuse and Recycling",1
"2370","South Tahoe Refuse Co., Inc.",1
"2371","South Texas Refuse Disposal, Inc.",1
"2372","South Utah Valley Solid Waste District",2
"2373","Southard's Recycling",1
"2374","Southeast Berrien County Landfill Authority",1
"2375","Southeast Kansas Recycling Inc.",1
"2376","Southeast Multi-County (SEMCO)",1
"2377","Southeast Oakland County Res Rec Auth",2
"2378","Southeast Resource Recovery",1
"2379","Southeast Resource Recovery Facility (SERRF) JPA",1
"2380","Southeast Waste Disposal",1
"2381","Southeastern Chester County Refuse Authority",1
"2382","Southeastern Indiana Recycling District",2
"2383","Southeastern Recycling Corporation",1
"2384","Southern California Disposal",1
"2385","Southern Central Waste Services LLC",1
"2386","Southern Disposal Service",1
"2387","Southern Disposal Services",1
"2388","Southern Idaho Regional Solid Waste",2
"2389","Southern Oklahoma Regional Disposal, Inc. (SORD)",1
"2390","Southern Oregon Sanitation",1
"2391","Southern Recycling",1
"2392","Southern Recycling Industries",1
"2393","Southern Refuse & Recycling",1
"2394","Southern Scrap Company Inc.",1
"2395","Southern Scrap, Inc. (Williams Recycling)",1
"2396","Southern Tier Recyclers Inc",1
"2397","Southern Tier Recyclers, Inc.",1
"2398","Southern Waste Systems",2
"2399","Southern Waste Systems, LLC",2
"2400","Southland Disposal Company",1
"2401","Southport Rail & Transfer, LLC",1
"2402","Southside Regional Public Service Authority",1
"2403","Southwaste Services, Inc.",1
"2404","Southwest Disposal",1
"2405","Southwest Landfill",1
"2406","Southwest Paper Stock, Inc.",1
"2407","Spartanburg County",1
"2408","Specialty Solid Waste & Recycling",1
"2409","Spectra Recycling",1
"2410","Spectrum Industries Recycling",1
"2411","Spotsylvania County",2
"2412","Sprint Waste Services",1
"2413","St Landry Parish",1
"2414","St Lawrence County",2
"2415","St Mary's County",2
"2416","St. Francois County",1
"2417","St. Johns County Solid Waste",1
"2418","St. Lucie County",1
"2419","St. Mary Parish Council",2
"2420","Staiman Recycling",1
"2421","Stanislaus County",1
"2422","Stanley Kent Martin TS",1
"2423","Stanton County",1
"2424","Starr County",2
"2425","State Paper and Metal",1
"2426","State of Maine",1
"2427","Stavola Bound Brook Asphalt/Recycle",1
"2428","Stavola Old Bridge Asphalt/Recycle",1
"2429","Stavola Tinton Falls Asphalt/Recycle",1
"2430","Steele County",1
"2431","Sterling County",2
"2432","Sterling Recycling, Inc.",1
"2433","Steuben County",2
"2434","Stevens County",2
"2435","Stillwater County Solid Waste District",1
"2436","Stockton Recycling & Transfer",1
"2437","Stokes County",1
"2438","Stone County Transfer Station",1
"2439","Stony Creek Industries",1
"2440","Stranco Solid Waste Management LLC",1
"2441","Strategic Material, Inc.",1
"2442","Strategic Materials Inc",2
"2443","Stuart W. Bates, Inc.",1
"2444","Sublette County",2
"2445","Sullivan County",3
"2446","Summit County",1
"2447","Sumter County",1
"2448","Sun Services LLC",1
"2449","Sun Valley Paper Stock, Inc.",1
"2450","Sunrise Disposal",1
"2451","Sunrise Disposal Inc",2
"2452","Sunshine Disposal & Recycling",1
"2453","Sunshine Recycling",1
"2454","Sunstream Corporation",1
"2455","Super Cycle/Recycle Minnesota Resources",1
"2456","Super Recycling Center",2
"2457","Surrey Township",1
"2458","Surry County",2
"2459","Susquehanna County",1
"2460","Sussex County Municipal Utilities Authority",1
"2461","Sutter's Sanitation Services",1
"2462","Suwannee County",1
"2463","Swain County",1
"2464","Swarthout Recycling LLC",1
"2465","Sweetwater County Solid Waste Disposal District",2
"2466","Swift County",1
"2467","Swinger Sanitation",1
"2468","Syracuse Recycling & Recovery",1
"2469","T&S Trash Services",1
"2470","T. Fiore Recycling Corp.",1
"2471","T. W. Nickerson Inc.",1
"2472","T. W. Nickerson, Inc.",1
"2473","T.M. Maintenance, Inc.",1
"2474","TDS Collection and Environmental Services",1
"2475","TDS Development LLC",1
"2476","TPM Inc. Environmental Contractors",1
"2477","TRANSFLO Terminal Services, Inc.",1
"2478","TXDSI",4
"2479","Tahoe Truckee Sierra Disposal Company",1
"2480","Talco Plastics, Inc.",1
"2481","Tama County",1
"2482","Tamaqua Transfer Station",1
"2483","Taney County",1
"2484","Tangipahoa Parish",1
"2485","Taos County",2
"2486","Taylor Garbage Service, Inc.",1
"2487","Taylor Recycling Facility, LLC",1
"2488","Taylor Recycling Inc.",1
"2489","Tazewell County",1
"2490","Ted heaps Container Service",1
"2491","Tehama County",1
"2492","Telfair County",1
"2493","Ten Sleep Solid Waste District",1
"2494","Terrebonne Parish Consolidated Government",1
"2495","Teton County",1
"2496","Texas TDMHMR",1
"2497","Texoma Area Solid Waste Authority, Inc.",1
"2498","The Confederated Tribes of the Colville Reservation",1
"2499","The Hayes Companies",1
"2500","The Master Garbologist",1
"2501","The Mulch Store",1
"2502","The Occupational Training Center of Burlington County, Inc.",1
"2503","The Recycling Foundation",1
"2504","Thomas Novelli Contracting Corp.",1
"2505","Thomasian Contractor Company",1
"2506","Thompson Springs Landfill",1
"2507","Thompson's Sanitary Service",1
"2508","Thousand Island Park Corporation",1
"2509","Three R Grading Wood Chipping",1
"2510","Three Rivers Solid Waste Authority",1
"2511","Ticonderoga Farms, Inc.",1
"2512","Tidewater Fiber Corp.",1
"2513","Tidewater Fibre Corp.",1
"2514","Tilcon New York Inc.",2
"2515","Tishomingo County",2
"2516","Todd County",1
"2517","Tom Berkowitz Trucking Inc.",1
"2518","Tonto Basin Sanitation",1
"2519","Tooele County",1
"2520","Toombs County",1
"2521","Tostenson Inc",2
"2522","Total Compliance Management",1
"2523","Total Disposal, Inc",1
"2524","Total Recycling",1
"2525","Touby Pike Recycling Center, LLC",1
"2526","Town & Country Environmental Transfer Station",1
"2527","Town and Country Sanitation, Inc.",1
"2528","Town of Abbot Village",1
"2529","Town of Acton",1
"2530","Town of Acushnet",1
"2531","Town of Acworth",1
"2532","Town of Adams",1
"2533","Town of Alburgh",1
"2534","Town of Alexandria",1
"2535","Town of Alexandria Bay",1
"2536","Town of Alford",1
"2537","Town of Alfred",1
"2538","Town of Alton",1
"2539","Town of Amenia",1
"2540","Town of Amherst",1
"2541","Town of Amherst Refuse Control",1
"2542","Town of Amsterdam",1
"2543","Town of Andes",1
"2544","Town of Andover",1
"2545","Town of Ansonia",1
"2546","Town of Ashburnham",1
"2547","Town of Ashby",1
"2548","Town of Ashford",1
"2549","Town of Ashland",1
"2550","Town of Athens",1
"2551","Town of Athol",1
"2552","Town of Augusta",1
"2553","Town of Avon",1
"2554","Town of Ayer",1
"2555","Town of Baie Verte",1
"2556","Town of Baileyville",1
"2557","Town of Baldwin",1
"2558","Town of Bar Harbor",1
"2559","Town of Barnard",1
"2560","Town of Barnes",1
"2561","Town of Barnstable",1
"2562","Town of Batavia",1
"2563","Town of Beacon Falls",1
"2564","Town of Becket",1
"2565","Town of Bedford",1
"2566","Town of Belchertown",1
"2567","Town of Belgrade",1
"2568","Town of Bennington",1
"2569","Town of Benson",1
"2570","Town of Bergen",1
"2571","Town of Berkley",1
"2572","Town of Berlin",1
"2573","Town of Berne",1
"2574","Town of Bethany",1
"2575","Town of Bethel",1
"2576","Town of Bethlehem",2
"2577","Town of Biddeford",1
"2578","Town of Bingham",1
"2579","Town of Black River Falls",1
"2580","Town of Blandford",1
"2581","Town of Bolton",1
"2582","Town of Boscawen",1
"2583","Town of Boulder",1
"2584","Town of Bourne",2
"2585","Town of Bovina",1
"2586","Town of Bowdoinham",1
"2587","Town of Boxborough",1
"2588","Town of Bozrah",1
"2589","Town of Bradford",1
"2590","Town of Branford",1
"2591","Town of Brewster",1
"2592","Town of Bridgewater",1
"2593","Town of Bridgton",1
"2594","Town of Bristol",1
"2595","Town of Brookfield",1
"2596","Town of Brookhaven",1
"2597","Town of Brookline",1
"2598","Town of Brooklyn",1
"2599","Town of Brooks",1
"2600","Town of Broome",1
"2601","Town of Brownfield",1
"2602","Town of Brunswick",1
"2603","Town of Buckfield",1
"2604","Town of Bucksport",1
"2605","Town of Burnham",1
"2606","Town of Burrillville",1
"2607","Town of Busti",1
"2608","Town of Buxton",1
"2609","Town of Byron",1
"2610","Town of Caledonia",1
"2611","Town of Canaan",1
"2612","Town of Canandaigua",1
"2613","Town of Candia",1
"2614","Town of Canterbury",1
"2615","Town of Canton",1
"2616","Town of Cape Elizabeth",1
"2617","Town of Cape Vincent",1
"2618","Town of Carlisle",1
"2619","Town of Carrabassett Valley",1
"2620","Town of Carroll",1
"2621","Town of Cary",1
"2622","Town of Casco",1
"2623","Town of Castine",1
"2624","Town of Castleton",1
"2625","Town of Cavendish",1
"2626","Town of Charlemont",1
"2627","Town of Charlestown",1
"2628","Town of Chatham",1
"2629","Town of Chebeague Island",1
"2630","Town of Cherryfield",1
"2631","Town of Cheshire",1
"2632","Town of Chester",2
"2633","Town of Chesterfield",1
"2634","Town of Chilmark",1
"2635","Town of China",1
"2636","Town of Chittenden",1
"2637","Town of Clarendon",1
"2638","Town of Clarkson",1
"2639","Town of Clayton",1
"2640","Town of Clifton Park",1
"2641","Town of Clinton",1
"2642","Town of Clymer",1
"2643","Town of Cochrane Clerk's Office",1
"2644","Town of Cohasset",1
"2645","Town of Colchester",1
"2646","Town of Collins",1
"2647","Town of Colton",1
"2648","Town of Columbia",1
"2649","Town of Comstock",1
"2650","Town of Concord",1
"2651","Town of Conesus",1
"2652","Town of Conway",2
"2653","Town of Corinth",1
"2654","Town of Cornwall",1
"2655","Town of Cortlandt",1
"2656","Town of Coventry",1
"2657","Town of Cumberland",1
