"","Owner Code","count"
"1878","Ottumwa-Wapello Recycling Center",1
"1879","Ottumwa-Wapello Solid Waste Commission",1
"1880","Ouray County",1
"1881","Outagamie County",2
"1882","Overton County",1
"1883","Owen County",1
"1884","Owyhee County",3
"1885","Oxford Recycled Aggregates",1
"1886","P H Waste Collection Service, Inc.",1
"1887","PA Waste Transfer",1
"1888","PDC",3
"1889","PRATT",2
"1890","Pacific Disposal Company Inc",1
"1891","Pacific Rim Recycling",1
"1892","Pacific West, LLC",1
"1893","Page County",1
"1894","Page County Landfill Association",1
"1895","Pahrump Valley Disposal",1
"1896","Palm Beach County Solid Waste Authority",4
"1897","Palm Springs Recycling",1
"1898","Palo Alto County",1
"1899","Panguitch City",1
"1900","Panola County",1
"1901","Paragon Carting Company",1
"1902","Parallel Products of New England",1
"1903","Park County",2
"1904","Park's Garbage Service",1
"1905","Pasco County Utilities Services",1
"1906","Pasquotank County",2
"1907","Patrick County",1
"1908","Patrick James Ecycle",1
"1909","Paul's Industrial Garage",1
"1910","Paulding County",1
"1911","Pawnee County",1
"1912","Payette County",1
"1913","Pebble Lane Associates LLC",1
"1914","Pellitteri Waste Systems",1
"1915","Pena's Disposal, Inc.",1
"1916","Pend Oreille County",1
"1917","Pender County",1
"1918","Pendleton Sanitary Service Inc",1
"1919","Penquis Solid Waste Corporation",1
"1920","Penta Post",1
"1921","Peoria Joint Solid Waste Disposal Board",1
"1922","Perry County",1
"1923","Perry County Recycling Management District",1
"1924","Perry Ridge Landfill, Inc.",1
"1925","Pershing County",2
"1926","Peterson's Service Corp.",1
"1927","Phillips Bark Processing Company, Inc.",1
"1928","Phillips County",1
"1929","Phoenix Recycling and Shredding",1
"1930","Pickens County",2
"1931","Pickett County",2
"1932","Pierce County",1
"1933","Pierce County Public Works & Utilities",1
"1934","Pike Countryside Sanitation Inc",1
"1935","Pike County",1
"1936","Pima County",2
"1937","Pinal County",1
"1938","Pine Belt Regional Solid Waste Authority",2
"1939","Pine Mountain Club",1
"1940","Pinellas County Utilities",1
"1941","Pioneer Industries",1
"1942","Piscataquis County",1
"1943","Pitkin County",1
"1944","Pitsch Companies",2
"1945","Pitt County",1
"1946","Pittsylvania County",1
"1947","Piute County",1
"1948","Placer County",1
"1949","Plainfield Municipal Utilities Authority (PMUA)",1
"1950","Pleasant River Solid Waste Disposal District",1
"1951","Pleasanton Garbage Service, Inc.",1
"1952","Plumas County",1
"1953","Plymouth County Solid Waste Agency",1
"1954","Pocahontas County",1
"1955","Pocahontas County Solid Waste Authority",1
"1956","Pocahontas Recycling",1
"1957","Poinsett County",1
"1958","Point Recycling Ltd",1
"1959","Polk County",2
"1960","Polk County Solid Waste Recovery Facility",2
"1961","Polk County Waste Resource Mgmt Division",2
"1962","Pollution Control Financing Authority of Warren County",1
"1963","Ponca City",1
"1964","Ponderosa Regional Landfill",1
"1965","Portage County",1
"1966","Portage County Solid Waste District",1
"1967","Potential Industries",1
"1968","Potomac Recycling",1
"1969","Pottawatomie County",1
"1970","Pottawattamie County",1
"1971","Potter County Solid Waste Authority",1
"1972","Powell County",1
"1973","Power County",2
"1974","Prairie Recycling",1
"1975","Prairie Solid Waste Agency",1
"1976","Prairieland Solid Waste Management",1
"1977","Pratt County",1
"1978","Preble County",1
"1979","Prentiss County",2
"1980","Pride Disposal Service",1
"1981","Prince Edward County",1
"1982","Prince George County",1
"1983","Prince George's County",2
"1984","Prince William County",1
"1985","Progressive Development L.L.C.",1
"1986","Progressive Recycling, Inc.",1
"1987","Promontory Point Landfill",1
"1988","Pulaski County",1
"1989","Putnam County",1
"1990","Putnam County Sanitation Department",1
"1991","QRS Recycling",2
"1992","Queen Anne's County",1
"1993","Quicksilver Recycling Services",1
"1994","R & W Container, LLC",1
"1995","R A Bennett Trucking",1
"1996","R.E.D. Technologies, LLC",1
"1997","RDS Recycling Solutions",1
"1998","RECOM",1
"1999","RENEW Recycling",1
"2000","REPUB",36
"2001","RIRRC",2
"2002","RLH Sanitation Inc.",1
"2003","RMG Enterprise Inc.",1
"2004","ROCK",2
"2005","RUMPK",12
"2006","Rabun County",1
"2007","Railside Environmental Services, LLC",1
"2008","Raleigh County Solid Waste Authority",1
"2009","Rancho Tehama Association",1
"2010","Randolph County",1
"2011","Randy's Environmental Services",1
"2012","Rappahannock County",1
"2013","Rappahannock Regional Solid Waste Management Board (R-Board)",1
"2014","Rawlins County",1
"2015","Ray's Trash Service, Inc.",2
"2016","Re-Claim Environmental Louisiana",1
"2017","ReEnergy Holdings LLC",2
"2018","Realco Recycling Co",1
"2019","Recy-Clean",1
"2020","Recycle Ann Arbor",1
"2021","Recycle Depot",1
"2022","Recycle Midwest",1
"2023","Recycled Materials Incorporated",1
"2024","Recycling & Disposal Services Inc.",1
"2025","Recycling Services Inc",1
"2026","Recycling Services of Florida",1
"2027","Recycling Solutions Inc",1
"2028","Redwood Empire Disposal",1
"2029","Reedy Creek Improvement District",2
"2030","Refuse Control Systems Inc",1
"2031","Refuse Disposal Service Co Inc",1
"2032","Region 2000 Services Authority",1
"2033","Region VIII Solid Waste Authority",1
"2034","Regional Rail LLC",1
"2035","Regional Refuse Disposal District",1
"2036","Reno County",1
"2037","Renville County",1
"2038","Resource Authority in Sumner County (RASCO)",1
"2039","Resource Management Companies",1
"2040","Resource Recovery Technologies, LLC",1
"2041","Rethinkwaste",1
"2042","Revolution Recovery",1
"2043","Rhea County",1
"2044","Rice County",3
"2045","Rich County",1
"2046","Richard S. Burns & Sons Inc",1
"2047","Richfield Management, LLC",1
"2048","Richland County",1
"2049","Richland County Regional Solid Waste Management Authority",1
"2050","Richmond County",1
"2051","Ricks Trash Service",1
"2052","Riley & Stone Recycling Co",1
"2053","Riley County",1
"2054","Rio Blanco County",1
"2055","Rio Grande County",1
"2056","Rivanna Solid Waste Authority (RSWA)",1
"2057","River Birch, Inc.",1
"2058","Riverbend Environmental Services, LLC",1
"2059","Riverside County",3
"2060","Roane County",1
"2061","Roanoke Valley Resource Authority",2
"2062","Robert B. Our Co., Inc.",1
"2063","Robert Childs Inc.",1
"2064","Robert Wallick Associates LLC.",1
"2065","Roberts County",1
"2066","Robertson County",1
"2067","Robeson County",1
"2068","Rock County",1
"2069","Rockbridge County",2
"2070","Rockingham County",1
"2071","Rockland County Solid Waste Management Authority",3
"2072","Rocky Mountain Recycling",2
"2073","Rodgers Brothers Service, Inc.",1
"2074","Rogue Disposal & Recycling, Inc.",2
"2075","Roll-Off Service, L.L.C.",1
"2076","Rome-Floyd SW Management Commission",1
"2077","Rooks County",1
"2078","Roseau County",1
"2079","Rosebud County",1
"2080","Roseburg Resources",1
"2081","Roto Rooter Sewer and Drain Service",1
"2082","Rowan County",2
"2083","Roy Strom Company",1
"2084","Royal Carting Co Inc",1
"2085","Royal Carting Service",1
"2086","Royal Heights Transfer Station",1
"2087","Rural Iowa Waste Management Association",1
"2088","Rush County",1
"2089","Russell County",2
"2090","Rutherford County",2
"2091","Rutland County Solid Waste District",2
"2092","S & J Exco Inc.",1
"2093","S & L Zeppetelli Inc",1
"2094","S&M Prompt Rubbish Removal, Inc.",1
"2095","S&P Carting Service Inc.",1
"2096","S.B. Cox Demolition Contractors",1
"2097","SANTK",4
"2098","SE Connecticut Regional Res. Rec. Authority",1
"2099","SHOOS",1
"2100","SIMS",3
"2101","SON",1
"2102","SPREC",1
"2103","SPSA Southeastern Public Service Auth",2
"2104","SRCL",2
"2105","SWeeDee",1
"2106","SYGR",1
"2107","Sabine Parish Police Jury",1
"2108","Sac County Solid Waste Agency",1
"2109","Sacramento County",2
"2110","Saguache County",1
"2111","Saint Clair County",1
"2112","Saint Louis County",2
"2113","Saint Regis Mohawk Tribe",1
"2114","Sakoutis Brothers Disposal",1
"2115","Salem County Improvement Authority",1
"2116","Salinas Valley Solid Waste Authority (SVSWA)",2
"2117","Salt Creek Joint Powers Board",1
"2118","Salt Lake County",2
"2119","Salt River-Pima-Maricopa Indian Community",1
"2120","San Benito County",1
"2121","San Bernardino County Department of Public Works",2
"2122","San Joaquin County",2
"2123","San Juan County",2
"2124","San Miguel County",1
"2125","Sander Sanitation Service, Inc.",1
"2126","Sanders County Waste Refuse District",1
"2127","Sandoval County",3
"2128","Sanitary Disposal Inc",1
"2129","Sanitary District No. 1",1
"2130","Sanitation Service Inc",1
"2131","Sanpete County",1
"2132","Santa Barbara County",2
"2133","Santa Cruz County",2
"2134","Santa Fe County",1
"2135","Santa Fe Solid Waste Management Agency",2
"2136","Santa Rosa County",2
"2137","Sarasota County",1
"2138","Sarasota County Utilities Department",1
"2139","Saratoga County",1
"2140","Sarpy County",1
"2141","Schenectady County",1
"2142","Scofield Transfer and Recycling Inc",1
"2143","Scotland County",2
"2144","Scott County",1
"2145","Seaman Construction Inc.",1
"2146","Sedgwick County",1
"2147","Sedona Recycles, Inc.",1
"2148","Select Recycling Waste Services (SRWS)",2
"2149","Seminole County",3
"2150","Seneca Sanitation Inc.",1
"2151","Service Transport Group",1
"2152","Service Waste, Inc.",1
"2153","Sevier County",2
"2154","Seward County",1
"2155","Shamrock Disposal & Shamrock Recycling & Transfer",1
"2156","Shanks Enterprise, Inc.",1
"2157","Sharkey County",1
"2158","Shasta County",2
"2159","Shawano County",1
"2160","Shelby County",3
"2161","Shelby County Highway Garage",1
"2162","Shelbyville Disposal Service Inc.",1
"2163","Shelter Island Sand Gravel & Contracting Inc",1
"2164","Shenandoah County",1
"2165","Sheridan County",1
"2166","Sheridan County Solid Waste District",1
"2167","Sherman County",2
"2168","Shoals Solid Waste Authority",1
"2169","Shoshone County",1
"2170","Shotwell C&D Landfill",1
"2171","Shred-All Recycling",1
"2172","Sickles Sanitation",1
"2173","Sierra Contracting Co",1
"2174","Sierra County",2
"2175","Silver Bow County",1
"2176","Silver Creek Materials",1
"2177","Simmons Sanitation and Recycling",1
"2178","Simpson County",1
"2179","Sims Brothers, Inc.",1
"2180","Siskiyou County",2
"2181","Skagit County",2
"2182","Skamania County",1
"2183","Smith County",1
"2184","Smith Industries",1
"2185","Smyth County",1
"2186","Snohomish County",1
"2187","Snowy River Enterprises LLC",1
"2188","Socorro County",1
"2189","Soft Drink Association of Alabama",1
"2190","Solid Waste Agency of Lake County (SWALCO)",1
"2191","Solid Waste Agency of Northern Cook County",1
"2192","Solid Waste Agency of Northwest Nebraska (SWANN)",1
"2193","Solid Waste Authority of Central Ohio (SWACO)",2
"2194","Somerset County",3
"2195","Somervell County",1
"2196","Sonny's Solid Waste Services Inc",1
"2197","Sonoma County",3
"2198","Soundside Recycling & Materials, Inc.",1
"2199","South Central Iowa Landfill Agency",1
"2200","South Central Iowa Solid Waste Agency",2
"2201","South Central Solid Waste Authority (SCSWA)",3
"2202","South Lake Refuse and Recycling",1
"2203","South San Francisco Scavenger Co",1
"2204","South Tahoe Refuse Co., Inc.",1
"2205","South Utah Valley Solid Waste District",2
"2206","Southard's Recycling",1
"2207","Southeast Berrien County Landfill Authority",1
"2208","Southeast Multi-County (SEMCO)",1
"2209","Southeast Oakland County Res Rec Auth",3
"2210","Southeast Resource Recovery Facility (SERRF) JPA",1
"2211","Southeast Waste Disposal",1
"2212","Southeastern Chester County Refuse Authority",1
"2213","Southeastern Indiana Recycling District",1
"2214","Southeastern Recycling Corporation",1
"2215","Southern California Disposal",1
"2216","Southern Disposal Services",1
"2217","Southern Idaho Regional Solid Waste",2
"2218","Southern Missouri Recycling & Waste Management District",1
"2219","Southern Oklahoma Regional Disposal, Inc. (SORD)",1
"2220","Southern Oregon Sanitation",1
"2221","Southern Recycling Industries",1
"2222","Southern Scrap Company Inc.",1
"2223","Southern Scrap, Inc. (Williams Recycling)",1
"2224","Southern Tier Recyclers, Inc.",2
"2225","Southern Waste Systems, LLC",3
"2226","Southland Disposal Company",1
"2227","Southport Rail & Transfer, LLC",1
"2228","Southwaste Services, Inc.",1
"2229","Southwest Landfill",1
"2230","Sparc Enterprises Inc",1
"2231","Spartanburg County",1
"2232","Spectrum Industries Recycling",1
"2233","Spivey Disposal LLC",1
"2234","Spotsylvania County",2
"2235","Sprint Waste Services",1
"2236","St Landry Parish",1
"2237","St Lawrence County",2
"2238","St Mary's County",2
"2239","St. Francois County",1
"2240","St. Johns County Solid Waste",1
"2241","St. Lucie County",1
"2242","St. Mary Parish Council",2
"2243","Stanislaus County",1
"2244","Stanley Kent Martin TS",1
"2245","Stanton County",1
"2246","Starr County",2
"2247","State of Maine",1
"2248","Steele County",1
"2249","Sterling County",2
"2250","Sterling Recycling, Inc.",1
"2251","Sterling Superior Services",1
"2252","Steuben County",2
"2253","Stevens County",2
"2254","Stillwater County Solid Waste District",1
"2255","Stockton Recycling",1
"2256","Stockton Recycling & Transfer",1
"2257","Stokes County",1
"2258","Stone County Transfer Station",1
"2259","Stony Creek Industries",1
"2260","Strategic Materials Inc",1
"2261","Stuart W. Bates, Inc.",1
"2262","Sublette County",2
"2263","Sullivan County",3
"2264","Summit County",1
"2265","Summitville Recycling Center",1
"2266","Sumter County",2
"2267","Sun Valley Paper Stock, Inc.",1
"2268","Sunshine Recycling",1
"2269","Sunstream Corporation",1
"2270","Super Pallet Recycling Corporation",2
"2271","Surrey Township",1
"2272","Surry County",2
"2273","Susquehanna County",1
"2274","Sussex County Municipal Utilities Authority",1
"2275","Suwannee County",1
"2276","Swain County",1
"2277","Swarthout Recycling LLC",1
"2278","Sweetwater County Solid Waste Disposal District",2
"2279","Swift County",1
"2280","Swift River Associates, Inc.",1
"2281","Swinger Sanitation",1
"2282","Syracuse Haulers Waste Removal, Inc.",1
"2283","T. Fiore Recycling Corp.",1
"2284","T. W. Nickerson Inc.",1
"2285","T.M. Maintenance, Inc.",1
"2286","TDS Collection and Environmental Services",1
"2287","TOMRA Pacific, Inc.",1
"2288","TPM Inc. Environmental Contractors",2
"2289","TPS",1
"2290","TXDSI",3
"2291","Tahoe Truckee Sierra Disposal Company",1
"2292","Tama County",1
"2293","Taney County",1
"2294","Tangipahoa Parish",1
"2295","Taos County",2
"2296","Taylor Garbage Service, Inc.",1
"2297","Taylor Recycling Facility, LLC",1
"2298","Taylor Recycling Inc.",1
"2299","Taylor Trash Service",1
"2300","Tazewell County",2
"2301","Ted heaps Container Service",1
"2302","Tehama County",3
"2303","Teichert Land Co",1
"2304","Telfair County",1
"2305","Ten Sleep Solid Waste District",1
"2306","Tenenbaum Recycling Group, LLC",1
"2307","Tensas Parish",1
"2308","Terrebonne Parish Consolidated Government",1
"2309","Teton County",1
"2310","Texas TDMHMR",1
"2311","Texoma Area Solid Waste Authority, Inc.",1
"2312","The Anastasio Group",1
"2313","The Dolomite Group",1
"2314","The Hayes Companies",1
"2315","The Master Garbologist",1
"2316","The Navajo Nation",1
"2317","Thomas County",1
"2318","Thomas Novelli Contracting Corp.",1
"2319","Three Rivers Solid Waste Authority",1
"2320","Three Rivers Solid Waste Management Authority",2
"2321","Thurston County",1
"2322","Ticonderoga Farms, Inc.",1
"2323","Tidewater Fiber Corp.",1
"2324","Tidewater Fibre Corp.",1
"2325","Tilcon New York Inc.",2
"2326","Tillamook County",1
"2327","Tishomingo County",2
"2328","Todd County",1
"2329","Tom Berkowitz Trucking Inc.",1
"2330","Tompkins County",1
"2331","Tonto Basin Sanitation",1
"2332","Tooele County",2
"2333","Toombs County",1
"2334","Torrance County",1
"2335","Total Disposal, Inc",1
"2336","Town and Country Sanitation, Inc.",1
"2337","Town of Abbot Village",1
"2338","Town of Acton",1
"2339","Town of Acworth",1
"2340","Town of Adams",1
"2341","Town of Alexandria",1
"2342","Town of Alexandria Bay",1
"2343","Town of Alford",1
"2344","Town of Alfred",1
"2345","Town of Allagash",1
"2346","Town of Allenstown",1
"2347","Town of Alton",1
"2348","Town of Amenia",1
"2349","Town of Amherst",1
"2350","Town of Amherst Refuse Control",1
"2351","Town of Amsterdam",1
"2352","Town of Andes",1
"2353","Town of Andover",1
"2354","Town of Ansonia",1
"2355","Town of Arundel",1
"2356","Town of Ashburnham",1
"2357","Town of Ashfield",1
"2358","Town of Ashford",1
"2359","Town of Ashland",1
"2360","Town of Athens",1
"2361","Town of Athol",1
"2362","Town of Avon",1
"2363","Town of Ayer",1
"2364","Town of Baileyville",1
"2365","Town of Bar Harbor",1
"2366","Town of Barnard",1
"2367","Town of Barnes",1
"2368","Town of Barnstable",1
"2369","Town of Batavia",1
"2370","Town of Beacon Falls",1
"2371","Town of Becket",1
"2372","Town of Bedford",1
"2373","Town of Belchertown",1
"2374","Town of Bennington",1
"2375","Town of Benson",1
"2376","Town of Bergen",1
"2377","Town of Berkley",1
"2378","Town of Berlin",1
"2379","Town of Bernardston",1
"2380","Town of Berne",1
"2381","Town of Bethany",1
"2382","Town of Bethel",1
"2383","Town of Bethleham",1
"2384","Town of Bethlehem",1
"2385","Town of Biddeford",1
"2386","Town of Black River Falls",1
"2387","Town of Blackstone",1
"2388","Town of Blandford",1
"2389","Town of Blenheim",1
"2390","Town of Blue Hill",1
"2391","Town of Bolton",1
"2392","Town of Boscawen",1
"2393","Town of Boulder",1
"2394","Town of Bourne",2
"2395","Town of Bovina",1
"2396","Town of Bowdoinham",1
"2397","Town of Boxborough",1
"2398","Town of Bozrah",1
"2399","Town of Brandon",1
"2400","Town of Branford",1
"2401","Town of Brewster",1
"2402","Town of Bridgewater",1
"2403","Town of Bridgton",1
"2404","Town of Bristol",1
"2405","Town of Brookfield",1
"2406","Town of Brookhaven",2
"2407","Town of Brookline",1
"2408","Town of Brooks",1
"2409","Town of Broome",1
"2410","Town of Brunswick",1
"2411","Town of Buckeye",1
"2412","Town of Buckland",1
"2413","Town of Burrillville",1
"2414","Town of Busti",1
"2415","Town of Butler",1
"2416","Town of Buxton",1
"2417","Town of Byron",1
"2418","Town of Caledonia",1
"2419","Town of Canaan",1
"2420","Town of Canandaigua",1
"2421","Town of Canterbury",1
"2422","Town of Canton",1
"2423","Town of Cape Elizabeth",1
"2424","Town of Cape Vincent",1
"2425","Town of Carlisle",1
"2426","Town of Caroga",1
"2427","Town of Carrabassett Valley",1
"2428","Town of Carroll",1
"2429","Town of Cary",1
"2430","Town of Castine",1
"2431","Town of Castleton",1
"2432","Town of Cavendish",1
"2433","Town of Charlemont",1
"2434","Town of Charlestown",1
"2435","Town of Chatham",1
"2436","Town of Cherryfield",1
"2437","Town of Cheshire",1
"2438","Town of Chester",2
"2439","Town of China",1
"2440","Town of Chittenden",1
"2441","Town of Clarendon",1
"2442","Town of Clarkson",1
"2443","Town of Clarkstown",1
"2444","Town of Clayton",1
"2445","Town of Clifton Park",1
"2446","Town of Clinton",1
"2447","Town of Clymer",1
"2448","Town of Cochrane Clerk's Office",1
"2449","Town of Cohasset",1
"2450","Town of Colchester",1
"2451","Town of Colebrook",1
"2452","Town of Collins",1
"2453","Town of Colonie",1
"2454","Town of Colorado City",1
"2455","Town of Colrain",1
"2456","Town of Colton",1
"2457","Town of Columbia",1
"2458","Town of Comstock",1
"2459","Town of Concord",1
"2460","Town of Conesus",1
"2461","Town of Conway",2
"2462","Town of Corinth",1
"2463","Town of Cornwall",1
"2464","Town of Cortlandt",1
"2465","Town of Coventry",1
"2466","Town of Crown Point",1
"2467","Town of Cumberland",1
"2468","Town of Cummington",1
"2469","Town of Dalton",1
"2470","Town of Danby",1
"2471","Town of Darien",1
"2472","Town of Dartmouth",1
"2473","Town of Davenport",1
"2474","Town of Day",1
"2475","Town of Dayton",1
"2476","Town of Dedham",1
"2477","Town of Deep River",1
"2478","Town of Deer Isle",1
"2479","Town of Deerfield",2
"2480","Town of Dekorra",1
"2481","Town of Denmark",1
"2482","Town of Denning",1
"2483","Town of Dennis",1
"2484","Town of Derby",1
"2485","Town of Derry",1
"2486","Town of Dighton",1
"2487","Town of Dixmont",1
"2488","Town of Dorset",1
"2489","Town of Douglas",1
"2490","Town of Dover",1
"2491","Town of Dudley",1
"2492","Town of Durham",1
"2493","Town of Duxbury",1
"2494","Town of Eagle Lake",1
"2495","Town of East Granby",1
"2496","Town of East Greenbush",1
"2497","Town of East Greenwich",1
"2498","Town of East Haddam",1
"2499","Town of East Hampton",2
"2500","Town of East Hartford",1
"2501","Town of East Haven",1
"2502","Town of East Longmeadow",1
"2503","Town of East Lyme",1
"2504","Town of East Millinocket",1
"2505","Town of Eastford",1
"2506","Town of Eastham",1
"2507","Town of Eden",1
"2508","Town of Edenton",1
"2509","Town of Edinburg",1
"2510","Town of Edinburgh",1
"2511","Town of Effingham",1
"2512","Town of Egremont",1
"2513","Town of Ekalaka",1
"2514","Town of Elba",1
"2515","Town of Eliot",1
"2516","Town of Ellisburg",1
"2517","Town of Elma",1
"2518","Town of Enfield",1
"2519","Town of Ephratah",1
"2520","Town of Errol",1
"2521","Town of Erving",1
"2522","Town of Esopus",1
"2523","Town of Esperance",1
"2524","Town of Essex",1
"2525","Town of Eustis",1
"2526","Town of Exeter",1
"2527","Town of Fair Haven",1
"2528","Town of Falmouth",1
"2529","Town of Farmington",2
"2530","Town of Florida",1
"2531","Town of Forestport",1
"2532","Town of Franconia",1
"2533","Town of Franklin",1
"2534","Town of Freedom",1
"2535","Town of Freetown",1
"2536","Town of Frenchville",1
"2537","Town of Gardiner",1
"2538","Town of Geneseo",1
"2539","Town of Gilboa",1
"2540","Town of Gilmanton",1
"2541","Town of Gilsum",1
"2542","Town of Glastonbury",2
"2543","Town of Glenburn",1
"2544","Town of Glocester",1
"2545","Town of Goffstown",1
"2546","Town of Gorham",1
"2547","Town of Goshen",1
"2548","Town of Gosnold",1
"2549","Town of Gouldsboro",1
"2550","Town of Granada",1
"2551","Town of Granby",1
"2552","Town of Grantham",1
"2553","Town of Granville",1
"2554","Town of Great Barrington",1
"2555","Town of Greenfield",1
"2556","Town of Greenville",2
"2557","Town of Greenwich",1
"2558","Town of Griffith",1
"2559","Town of Groton",1
"2560","Town of Guilderland",1
"2561","Town of Guilford",1
"2562","Town of Haddam",1
"2563","Town of Hadley",1
"2564","Town of Hague",1
"2565","Town of Halfmoon",1
"2566","Town of Hamlin",1
"2567","Town of Hampden",1
"2568","Town of Hampton",1
"2569","Town of Hancock",1
"2570","Town of Hanover",1
"2571","Town of Hanson",1
"2572","Town of Hardenburgh",1
"2573","Town of Harmony",1
"2574","Town of Harpersfield",1
"2575","Town of Harpswell",1
"2576","Town of Harrisville",1
"2577","Town of Hartford",1
"2578","Town of Hartland",1
"2579","Town of Harvard",1
"2580","Town of Harwich",1
"2581","Town of Hatfield",1
"2582","Town of Heath",1
"2583","Town of Hebron",1
"2584","Town of Hempstead",1
"2585","Town of Henderson",1
"2586","Town of Hinsdale",1
"2587","Town of Hinton",1
"2588","Town of Holderness",1
"2589","Town of Hollis",1
"2590","Town of Holly",1
"2591","Town of Hooksett",1
"2592","Town of Hope",1
"2593","Town of Hopewell",1
"2594","Town of Hopkinton",1
"2595","Town of Horicon",1
"2596","Town of Huachuca City",1
"2597","Town of Huntington",2
"2598","Town of Hurley",1
"2599","Town of Hyde Park",1
"2600","Town of Inlet",1
"2601","Town of Ipswich",1
"2602","Town of Ira",1
"2603","Town of Islip",1
"2604","Town of Jaffrey",1
"2605","Town of Jamaica",1
"2606","Town of Jamestown",1
"2607","Town of Java",1
"2608","Town of Jefferson",1
"2609","Town of Johnsburg",1
"2610","Town of Jonesborough",1
"2611","Town of Kearny",1
"2612","Town of Keene",1
"2613","Town of Kent Lakes",1
"2614","Town of Kiantone",1
"2615","Town of Killingly",1
"2616","Town of Killingworth",1
"2617","Town of Kingston",1
"2618","Town of Kirby",1
"2619","Town of Kirkland",1
"2620","Town of Kittery",1
"2621","Town of Knox",1
"2622","Town of La Pointe",1
"2623","Town of Lac Du Flambeau",1
"2624","Town of Lagrange",1
"2625","Town of Lake George",1
"2626","Town of Lake Luzerne",1
"2627","Town of Lakeville",1
"2628","Town of Lamoine",1
"2629","Town of Lancaster",1
"2630","Town of Lanesborough",1
"2631","Town of Lebanon",1
"2632","Town of Ledyard",1
"2633","Town of Lee",1
"2634","Town of Leicester",1
"2635","Town of Leray",1
"2636","Town of Leverett",1
"2637","Town of Lewiston",1
"2638","Town of Lincoln",1
"2639","Town of Lisbon",1
"2640","Town of Litchfield",2
"2641","Town of Little Compton",1
"2642","Town of Littleton",1
"2643","Town of Livonia",1
"2644","Town of Lloyd",1
"2645","Town of London",1
"2646","Town of Londonderry",1
"2647","Town of Long Lake",1
"2648","Town of Longmeadow",1
"2649","Town of Lovells",1
"2650","Town of Ludlow",1
"2651","Town of Lunenburg",1
"2652","Town of Lyme",1
"2653","Town of Manchester",2
"2654","Town of Manheim",1
"2655","Town of Manitowish Waters",1
"2656","Town of Marblehead",1
"2657","Town of Marbletown",1
"2658","Town of Marcellus",1
"2659","Town of Marion",1
"2660","Town of Marlboro",1
"2661","Town of Marlborough",1
"2662","Town of Marshfield",1
"2663","Town of Mashpee",1
"2664","Town of Mattapoisett",2
"2665","Town of Mechanic Falls",1
"2666","Town of Medfield",1
"2667","Town of Medway",1
"2668","Town of Meridian",1
"2669","Town of Merrimack",1
"2670","Town of Methuen",1
"2671","Town of Middleborough",1
"2672","Town of Middleburgh",1
"2673","Town of Middlebury",1
"2674","Town of Middlefield",1
"2675","Town of Middleton",1
"2676","Town of Middletown",2
"2677","Town of Middletown Springs",1
"2678","Town of Milan",1
"2679","Town of Milford",2
"2680","Town of Millbury",1
"2681","Town of Millinocket",1
"2682","Town of Millis",1
"2683","Town of Milton",1
"2684","Town of Minerva",1
"2685","Town of Monroe",1
"2686","Town of Montague",1
"2687","Town of Monterey",1
"2688","Town of Montgomery",1
"2689","Town of Montmorency",1
"2690","Town of Montville",1
"2691","Town of Moorcroft",1
"2692","Town of Moreau",1
"2693","Town of Morgan",1
"2694","Town of Moriah",1
"2695","Town of Moultonborough",1
"2696","Town of Mount Holly",1
"2697","Town of Mount Morris",1
"2698","Town of Mount Pleasant",1
"2699","Town of Mullica",1
"2700","Town of Nantucket",2
"2701","Town of Nassau",1
"2702","Town of Needham",1
"2703","Town of Neversink",1
"2704","Town of New Boston",1
"2705","Town of New Canaan",1
"2706","Town of New Castle",1
"2707","Town of New Durham",1
"2708","Town of New Hampton",1
"2709","Town of New Marlborough",1
"2710","Town of New Paltz",1
"2711","Town of New Salem",1
"2712","Town of New Scotland",1
"2713","Town of New Shoreham",1
"2714","Town of Newark",1
"2715","Town of Newbury",1
"2716","Town of Newcomb",1
"2717","Town of Newtown",1
"2718","Town of Niskayuna",1
"2719","Town of Norfolk",1
"2720","Town of North Brookfield",1
"2721","Town of North Canaan",1
"2722","Town of North Elba",1
"2723","Town of North Hanover",1
"2724","Town of North Harmony",1
"2725","Town of North Haven",1
"2726","Town of North Hempstead SWMA",1
"2727","Town of North Hudson",1
"2728","Town of North Kingstown",1
"2729","Town of North Stonington",1
"2730","Town of Northfield",2
"2731","Town of Northumberland",1
"2732","Town of Norway",1
"2733","Town of Norwich",1
"2734","Town of Nottingham",1
"2735","Town of Oakfield",1
"2736","Town of Oakland",1
"2737","Town of Old Lyme",1
"2738","Town of Old Orchard Beach",1
"2739","Town of Old Saybrook",1
"2740","Town of Olive",1
"2741","Town of Ontario",1
"2742","Town of Orange",2
"2743","Town of Orleans",1
"2744","Town of Osceola",1
"2745","Town of Otis",1
"2746","Town of Ovid",2
"2747","Town of Oxford",1
"2748","Town of Oyster Bay",1
"2749","Town of Palm Beach",1
"2750","Town of Parishville",1
"2751","Town of Patagonia",1
"2752","Town of Pawling",1
"2753","Town of Peacham",1
"2754","Town of Pelham",1
"2755","Town of Pembroke",1
"2756","Town of Peninsula",1
"2757","Town of Pepperell",1
"2758","Town of Peru",1
"2759","Town of Petersham",1
"2760","Town of Philadelphia",1
"2761","Town of Phillipston",1
"2762","Town of Pickney",1
"2763","Town of Piercefield",1
"2764","Town of Pittsfield",1
